Tanggal,curah_hujan_DK,curah_hujan_BS,debit_sungai_m3_per_detik,tinggi_muka_air_m
2018-06-08,,2.0,19.6,3.72
2018-06-09,,,18.67,3.67
2018-06-10,,,17.98,3.63
2018-06-11,,,17.87,3.62
2018-06-12,,,17.58,3.6
2018-06-13,,,17.28,3.59
2018-06-14,,,16.5,3.54
2018-06-15,,,18.06,3.63
2018-06-16,,1.0,21.33,3.81
2018-06-17,,,19.09,3.69
2018-06-18,,,19.38,3.71
2018-06-19,,,17.32,3.58
2018-06-20,,,16.33,3.53
2018-06-21,,,16.13,3.52
2018-06-22,,,16.57,3.55
2018-06-23,,,16.92,3.57
2018-06-24,0.0,,16.95,3.57
2018-06-25,0.0,,18.28,3.65
2018-06-26,0.0,6.0,25.13,4.0
2018-06-27,22.0,16.0,34.84,4.43
2018-06-28,,,23.17,3.9
2018-06-29,,,19.94,3.73
2018-06-30,,,17.83,3.62
2018-07-01,,1.5,17.36,3.59
2018-07-02,,,16.78,3.56
2018-07-03,,,17.24,3.59
2018-07-04,,,15.73,3.49
2018-07-05,,,15.75,3.49
2018-07-06,,,14.87,3.44
2018-07-07,,,14.43,3.41
2018-07-08,3.0,0.0,14.62,3.43
2018-07-09,,,15.46,3.48
2018-07-10,,,15.02,3.45
2018-07-11,,,14.98,3.45
2018-07-12,,,14.3,3.4
2018-07-13,,,13.53,3.36
2018-07-14,,,13.81,3.37
2018-07-15,,,13.98,3.38
2018-07-16,,,14.17,3.39
2018-07-17,,,14.39,3.41
2018-07-18,,,14.0,3.38
2018-07-19,,,13.71,3.37
2018-07-20,,,14.37,3.41
2018-07-21,,0.0,13.28,3.34
2018-07-22,2.5,26.0,14.73,3.43
2018-07-23,37.0,,15.14,3.45
2018-07-24,,,14.55,3.42
2018-07-25,,,14.52,3.42
2018-07-26,,,13.26,3.33
2018-07-27,,,12.96,3.32
2018-07-28,,,12.48,3.28
2018-07-29,,,12.53,3.29
2018-07-30,,,12.5,3.28
2018-07-31,,,12.7,3.3
2018-08-01,,,13.84,3.37
2018-08-02,34.5,,15.13,3.45
2018-08-03,,,13.44,3.35
2018-08-04,,,12.9,3.31
2018-08-05,,,12.82,3.31
2018-08-06,,,12.92,3.31
2018-08-07,,,11.93,3.25
2018-08-08,,,12.46,3.28
2018-08-09,,,13.01,3.32
2018-08-10,,,13.86,3.37
2018-08-11,,,13.47,3.35
2018-08-12,,,13.13,3.33
2018-08-13,,,13.34,3.34
2018-08-14,5.0,,12.97,3.32
2018-08-15,,,12.18,3.26
2018-08-16,,,11.79,3.24
2018-08-17,,0.0,11.58,3.22
2018-08-18,,,12.61,3.3
2018-08-19,,,13.37,3.34
2018-08-20,,,12.79,3.3
2018-08-21,,,12.01,3.25
2018-08-22,,,12.21,3.27
2018-08-23,,1.0,12.32,3.27
2018-08-24,,,12.36,3.27
2018-08-25,,,12.29,3.27
2018-08-26,,,11.75,3.23
2018-08-27,,,12.16,3.27
2018-08-28,7.0,,13.93,3.38
2018-08-29,,,14.29,3.4
2018-08-30,,,14.59,3.42
2018-08-31,,,15.2,3.46
2018-09-01,,,16.53,3.54
2018-09-02,,,14.84,3.43
2018-09-03,,,17.67,3.61
2018-09-04,,,15.19,3.46
2018-09-05,,,13.91,3.38
2018-09-06,,,13.47,3.35
2018-09-07,,,13.33,3.34
2018-09-08,,,12.82,3.3
2018-09-09,,,12.72,3.3
2018-09-10,,,12.25,3.27
2018-09-11,,,12.04,3.25
2018-09-12,,,11.86,3.24
2018-09-13,,,11.3,3.2
2018-09-14,,,10.76,3.16
2018-09-15,,,10.75,3.16
2018-09-16,,,10.74,3.16
2018-09-17,,,10.37,3.13
2018-09-18,,,10.79,3.16
2018-09-19,,,10.83,3.17
2018-09-20,,,11.55,3.22
2018-09-21,,,12.79,3.3
2018-09-22,,12.0,15.86,3.51
2018-09-23,,,14.93,3.44
2018-09-24,,,12.73,3.3
2018-09-25,,,11.93,3.25
2018-09-26,,,11.92,3.25
2018-09-27,,,13.87,3.38
2018-09-28,,,12.01,3.25
2018-09-29,,,11.23,3.19
2018-09-30,,,11.14,3.19
2018-10-01,21.0,17.5,11.22,3.19
2018-10-02,,,11.26,3.2
2018-10-03,,,12.11,3.26
2018-10-04,,,13.05,3.32
2018-10-05,,,11.63,3.22
2018-10-06,,,10.78,3.16
2018-10-07,,,10.67,3.16
2018-10-08,,,10.13,3.11
2018-10-09,,,10.31,3.13
2018-10-10,,,10.55,3.15
2018-10-11,,,10.48,3.14
2018-10-12,,,10.08,3.11
2018-10-13,,9.5,10.06,3.11
2018-10-14,6.0,0.0,11.34,3.2
2018-10-15,,,10.31,3.13
2018-10-16,,0.0,11.2,3.19
2018-10-17,0.0,,11.74,3.24
2018-10-18,2.5,,12.58,3.29
2018-10-19,9.5,9.5,17.53,3.6
2018-10-20,0.0,,13.56,3.35
2018-10-21,,,12.61,3.29
2018-10-22,,,11.91,3.25
2018-10-23,,,13.1,3.33
2018-10-24,0.0,1.0,16.96,3.57
2018-10-25,3.0,0.0,14.58,3.42
2018-10-26,0.0,,13.78,3.37
2018-10-27,0.0,,14.91,3.44
2018-10-28,,16.5,17.82,3.59
2018-10-29,31.5,67.5,53.66,5.13
2018-10-30,124.0,15.5,56.34,5.21
2018-10-31,3.0,12.5,55.6,5.18
2018-11-01,,7.0,54.25,5.15
2018-11-02,28.5,0.0,33.06,4.34
2018-11-03,3.0,,22.74,3.88
2018-11-04,0.0,6.5,20.84,3.78
2018-11-05,10.0,6.0,18.0,3.62
2018-11-06,8.0,,20.63,3.78
2018-11-07,0.0,42.5,24.69,3.96
2018-11-08,73.5,62.0,74.33,5.78
2018-11-09,47.0,56.0,85.44,6.08
2018-11-10,72.0,32.0,76.12,5.79
2018-11-11,35.0,63.0,83.61,6.02
2018-11-12,92.0,,101.21,6.46
2018-11-13,7.5,3.0,75.04,5.75
2018-11-14,2.0,,60.22,5.32
2018-11-15,0.0,2.5,42.96,4.75
2018-11-16,0.0,,41.21,4.68
2018-11-17,,,30.95,4.26
2018-11-18,,,23.63,3.92
2018-11-19,,,21.06,3.8
2018-11-20,,28.0,21.9,3.84
2018-11-21,41.5,6.0,43.01,4.77
2018-11-22,3.0,,42.71,4.74
2018-11-23,,18.0,35.7,4.45
2018-11-24,21.0,19.5,28.33,4.14
2018-11-25,11.5,17.5,38.39,4.59
2018-11-26,20.0,1.0,60.34,5.35
2018-11-27,0.0,17.5,42.37,4.67
2018-11-28,61.0,16.0,43.57,4.69
2018-11-29,7.5,38.0,35.91,3.83
2018-11-30,107.0,10.5,79.92,5.91
2018-12-01,0.0,,77.22,5.85
2018-12-02,4.0,2.0,87.63,6.03
2018-12-03,0.0,4.5,46.98,4.9
2018-12-04,17.0,8.0,63.4,5.45
2018-12-05,20.0,12.0,64.75,5.47
2018-12-06,30.0,7.0,50.84,5.03
2018-12-07,2.0,0.0,52.85,5.11
2018-12-08,3.0,1.5,47.22,4.9
2018-12-09,0.0,,32.61,4.29
2018-12-10,1.5,12.0,31.71,4.31
2018-12-11,23.0,24.5,52.89,5.1
2018-12-12,55.5,1.0,43.95,4.76
2018-12-13,,20.5,34.81,4.43
2018-12-14,64.0,50.5,39.62,4.62
2018-12-15,43.0,1.0,62.25,5.41
2018-12-16,0.0,,82.7,6.0
2018-12-17,,,66.28,5.5
2018-12-18,,,42.26,4.71
2018-12-19,,,34.19,4.4
2018-12-20,,,33.08,4.36
2018-12-21,0.0,,34.99,4.44
2018-12-22,,,29.02,4.18
2018-12-23,,,26.62,4.07
2018-12-24,5.5,6.0,30.49,4.25
2018-12-25,,34.0,30.74,4.26
2018-12-26,12.0,11.0,43.13,4.77
2018-12-27,16.0,0.0,38.28,4.57
2018-12-28,3.5,0.0,42.16,4.73
2018-12-29,,,45.45,4.84
2018-12-30,,,34.53,4.41
2018-12-31,,,28.19,4.14
2019-01-01,,,22.52,4.02
2019-01-02,,,20.39,3.91
2019-01-03,1.5,15.0,20.82,3.94
2019-01-04,,,17.22,3.73
2019-01-05,,,16.09,3.68
2019-01-06,,38.0,17.52,3.77
2019-01-07,74.5,29.5,24.44,4.13
2019-01-08,38.0,1.5,32.8,4.51
2019-01-09,,4.0,31.41,4.46
2019-01-10,4.0,24.5,44.73,5.0
2019-01-11,52.0,22.5,38.04,4.72
2019-01-12,51.0,23.0,46.64,5.07
2019-01-13,60.5,50.0,52.69,5.27
2019-01-14,,4.5,103.74,6.73
2019-01-15,0.0,,63.3,5.59
2019-01-16,0.0,,48.42,5.12
2019-01-17,,8.0,33.78,4.57
2019-01-18,74.0,4.0,35.02,4.64
2019-01-19,,,35.62,4.65
2019-01-20,0.0,5.0,28.87,4.37
2019-01-21,11.0,11.0,32.2,4.53
2019-01-22,26.5,10.0,36.95,4.72
2019-01-23,18.5,,33.53,4.58
2019-01-24,0.0,4.0,29.08,4.39
2019-01-25,0.0,,30.5,4.46
2019-01-26,0.0,,25.32,4.22
2019-01-27,,,23.34,4.13
2019-01-28,,0.0,21.0,4.01
2019-01-29,,,19.69,3.94
2019-01-30,0.0,0.0,20.49,3.99
2019-01-31,0.0,8.0,17.93,3.84
2019-02-01,2.5,8.5,22.64,4.11
2019-02-02,11.0,13.0,38.41,4.81
2019-02-03,25.0,6.5,42.87,4.99
2019-02-04,33.5,16.5,51.08,5.28
2019-02-05,35.5,0.0,54.62,5.4
2019-02-06,,1.0,46.24,5.11
2019-02-07,1.0,,39.13,4.85
2019-02-08,0.0,2.0,41.52,4.94
2019-02-09,0.0,8.0,57.49,5.5
2019-02-10,13.0,,72.7,5.98
2019-02-11,2.5,2.5,74.4,6.02
2019-02-12,0.0,28.0,76.84,6.09
2019-02-13,12.5,,67.61,5.8
2019-02-14,0.0,6.5,48.15,5.19
2019-02-15,32.5,13.5,56.47,5.49
2019-02-16,28.5,1.0,63.78,5.71
2019-02-17,0.0,15.0,65.59,5.78
2019-02-18,18.5,9.5,70.92,5.93
2019-02-19,37.0,8.0,55.95,5.46
2019-02-20,18.5,,59.14,5.58
2019-02-21,,41.0,55.02,5.45
2019-02-22,58.0,68.5,84.5,6.33
2019-02-23,9.0,18.5,88.64,6.43
2019-02-24,,9.0,106.92,6.89
2019-02-25,,0.0,88.97,6.43
2019-02-26,0.0,1.5,70.44,5.92
2019-02-27,,,46.77,5.17
2019-02-28,,27.5,40.69,4.96
2019-03-01,18.5,33.0,71.46,5.98
2019-03-02,7.5,13.5,75.76,6.08
2019-03-03,20.0,1.5,84.3,6.35
2019-03-04,,,61.06,5.65
2019-03-05,,13.5,53.44,5.42
2019-03-06,35.0,34.0,94.58,6.63
2019-03-07,,,118.92,7.2
2019-03-08,,1.0,95.76,6.63
2019-03-09,,16.0,75.84,6.11
2019-03-10,15.0,,64.7,5.79
2019-03-11,,,50.57,5.34
2019-03-12,,,50.93,5.36
2019-03-13,,,45.49,5.17
2019-03-14,,,39.26,4.94
2019-03-15,,,37.56,4.88
2019-03-16,28.0,,36.51,4.83
2019-03-17,5.5,,33.88,4.73
2019-03-18,0.0,13.0,31.19,4.62
2019-03-19,,25.5,41.37,5.01
2019-03-20,20.5,,52.42,5.4
2019-03-21,,,39.66,4.97
2019-03-22,,,34.72,4.78
2019-03-23,,,30.72,4.61
2019-03-24,,,27.16,4.45
2019-03-25,3.0,3.0,26.0,4.4
2019-03-26,0.0,18.0,30.96,4.63
2019-03-27,44.0,19.0,66.47,5.91
2019-03-28,7.0,2.5,79.91,6.29
2019-03-29,43.0,14.0,68.9,5.96
2019-03-30,6.5,,80.07,6.3
2019-03-31,23.5,22.5,62.06,5.75
2019-04-01,60.0,,61.06,5.74
2019-04-02,,10.5,66.68,5.92
2019-04-03,32.0,127.0,68.96,5.97
2019-04-04,,4.5,115.8,7.22
2019-04-05,,,108.36,7.01
2019-04-06,,5.0,90.03,6.57
2019-04-07,5.0,11.5,82.56,6.37
2019-04-08,,57.0,116.99,7.25
2019-04-09,,85.0,120.13,7.3
2019-04-10,,,103.69,6.91
2019-04-11,,1.0,88.35,6.53
2019-04-12,,9.0,80.35,6.33
2019-04-13,7.0,13.0,91.13,6.63
2019-04-14,49.0,13.5,84.6,6.43
2019-04-15,7.0,10.0,92.12,6.64
2019-04-16,1.5,27.5,92.88,6.67
2019-04-17,72.5,16.5,84.09,6.41
2019-04-18,,16.5,71.9,6.1
2019-04-19,21.0,,79.45,6.32
2019-04-20,16.0,,68.87,6.01
2019-04-21,,,52.2,5.49
2019-04-22,,,43.78,5.2
2019-04-23,,0.0,36.58,4.93
2019-04-24,0.0,0.0,38.01,4.99
2019-04-25,,18.0,36.56,4.94
2019-04-26,30.0,51.0,43.09,5.19
2019-04-27,88.0,0.0,66.73,6.0
2019-04-28,22.0,0.0,58.13,5.7
2019-04-29,,,43.54,5.21
2019-04-30,,1.5,51.9,5.51
2019-05-01,0.0,0.0,58.38,5.73
2019-05-02,0.0,2.5,49.92,5.45
2019-05-03,0.0,1.0,55.69,5.65
2019-05-04,0.0,0.0,50.58,5.47
2019-05-05,2.0,10.0,46.71,5.35
2019-05-06,6.5,2.0,44.71,5.26
2019-05-07,,10.5,31.05,4.73
2019-05-08,27.0,3.0,33.65,4.85
2019-05-09,3.0,2.5,42.28,5.15
2019-05-10,5.5,,41.91,5.18
2019-05-11,,,30.16,4.7
2019-05-12,,,26.74,4.55
2019-05-13,,,24.83,4.46
2019-05-14,,,25.08,4.48
2019-05-15,,,23.39,4.39
2019-05-16,,6.0,37.49,5.03
2019-05-17,,,30.67,4.73
2019-05-18,,,22.94,4.38
2019-05-19,,,18.44,4.14
2019-05-20,,,19.0,4.18
2019-05-21,,,18.37,4.15
2019-05-22,,,17.01,4.07
2019-05-23,,,15.51,3.98
2019-05-24,,,12.96,3.81
2019-05-25,,,14.93,3.95
2019-05-26,,,14.41,3.92
2019-05-27,,,14.09,3.9
2019-05-28,,,14.06,3.9
2019-05-29,,,13.49,3.87
2019-05-30,,,14.38,3.93
2019-05-31,,,13.55,3.87
2019-06-01,,0.0,12.77,3.83
2019-06-02,,0.0,12.91,3.84
2019-06-03,,,13.58,3.89
2019-06-04,,,13.44,3.88
2019-06-05,,,12.84,3.84
2019-06-06,,,12.21,3.8
2019-06-07,,,12.46,3.82
2019-06-08,,5.0,18.86,4.22
2019-06-09,1.5,,15.13,4.0
2019-06-10,,4.0,13.44,3.89
2019-06-11,25.0,,14.94,4.0
2019-06-12,,,13.55,3.9
2019-06-13,,,11.17,3.74
2019-06-14,,,10.71,3.71
2019-06-15,,,11.58,3.78
2019-06-16,,5.0,10.67,3.71
2019-06-17,18.5,,11.73,3.8
2019-06-18,,,10.93,3.74
2019-06-19,,,10.24,3.69
2019-06-20,,,9.93,3.67
2019-06-21,,,10.44,3.71
2019-06-22,,,10.18,3.69
2019-06-23,,,10.16,3.69
2019-06-24,,,10.26,3.71
2019-06-25,,,10.32,3.71
2019-06-26,,,10.26,3.71
2019-06-27,,,10.01,3.69
2019-06-28,,,9.62,3.66
2019-06-29,,,9.1,3.63
2019-06-30,,,9.02,3.62
2019-07-01,,,9.18,3.64
2019-07-02,,,9.16,3.64
2019-07-03,,,8.58,3.59
2019-07-04,,0.0,8.71,3.61
2019-07-05,,,9.15,3.65
2019-07-06,,,8.48,3.59
2019-07-07,,5.0,8.59,3.6
2019-07-08,,,8.95,3.64
2019-07-09,35.0,,10.02,3.72
2019-07-10,,,8.83,3.63
2019-07-11,,,8.35,3.58
2019-07-12,,,8.17,3.56
2019-07-13,,,8.22,3.55
2019-07-14,,,8.1,3.53
2019-07-15,,,7.96,3.51
2019-07-16,,,8.23,3.52
2019-07-17,,,8.25,3.52
2019-07-18,,,8.26,3.51
2019-07-19,,,8.16,3.49
2019-07-20,,,8.44,3.51
2019-07-21,,,8.72,3.52
2019-07-22,,,9.18,3.55
2019-07-23,,,8.86,3.51
2019-07-24,,,8.32,3.46
2019-07-25,,,8.0,3.42
2019-07-26,,,7.69,3.39
2019-07-27,,,7.83,3.39
2019-07-28,,,8.07,3.4
2019-07-29,,,8.63,3.44
2019-07-30,,,7.71,3.35
2019-07-31,,,8.42,3.4
2019-08-01,,,8.12,3.37
2019-08-02,,,8.94,3.43
2019-08-03,,,8.36,3.36
2019-08-04,,,8.36,3.36
2019-08-05,,,8.29,3.34
2019-08-06,,,8.58,3.36
2019-08-07,,,8.57,3.34
2019-08-08,,,8.82,3.36
2019-08-09,,,8.96,3.36
2019-08-10,,,9.84,3.42
2019-08-11,,,9.64,3.39
2019-08-12,,,9.36,3.36
2019-08-13,,,9.31,3.35
2019-08-14,,,9.44,3.35
2019-08-15,,,9.82,3.37
2019-08-16,,0.0,9.98,3.37
2019-08-17,0.0,,10.79,3.43
2019-08-18,,,9.78,3.34
2019-08-19,,,10.76,3.4
2019-08-20,,,10.15,3.34
2019-08-21,,,9.49,3.29
2019-08-22,,,9.81,3.3
2019-08-23,,,10.4,3.34
2019-08-24,,,9.69,3.27
2019-08-25,,,9.74,3.27
2019-08-26,,,9.83,3.27
2019-08-27,,6.5,10.5,3.31
2019-08-28,5.0,,12.6,3.45
2019-08-29,,,12.93,3.46
2019-08-30,3.0,,12.83,3.45
2019-08-31,,,11.78,3.37
2019-09-01,,0.0,11.48,3.33
2019-09-02,,,11.4,3.32
2019-09-03,,,11.39,3.31
2019-09-04,,3.0,12.77,3.4
2019-09-05,33.5,,13.34,3.42
2019-09-06,,,13.13,3.4
2019-09-07,,,13.06,3.39
2019-09-08,,,12.63,3.35
2019-09-09,,,12.2,3.31
2019-09-10,,,12.1,3.29
2019-09-11,,,11.64,3.25
2019-09-12,,,11.58,3.24
2019-09-13,,,11.59,3.23
2019-09-14,,,12.11,3.26
2019-09-15,,,11.74,3.22
2019-09-16,,,11.9,3.23
2019-09-17,,,12.21,3.24
2019-09-18,,,13.57,3.32
2019-09-19,,,13.0,3.27
2019-09-20,,,13.24,3.28
2019-09-21,,,13.43,3.28
2019-09-22,,,13.23,3.26
2019-09-23,,,13.13,3.24
2019-09-24,,,13.3,3.25
2019-09-25,,,13.79,3.27
2019-09-26,,,14.04,3.27
2019-09-27,,,13.87,3.25
2019-09-28,,,14.33,3.27
2019-09-29,,,14.13,3.25
2019-09-30,,,13.84,3.22
2019-10-01,,,14.33,3.24
2019-10-02,,,14.44,3.24
2019-10-03,,,14.14,3.21
2019-10-04,,,14.12,3.2
2019-10-05,,,14.36,3.21
2019-10-06,,,14.86,3.23
2019-10-07,,,14.71,3.21
2019-10-08,,0.0,14.65,3.2
2019-10-09,0.0,,16.2,3.29
2019-10-10,,,17.46,3.35
2019-10-11,0.0,,18.07,3.38
2019-10-12,,30.5,16.86,3.29
2019-10-13,32.5,,16.52,3.27
2019-10-14,,,19.53,3.44
2019-10-15,,,17.55,3.31
2019-10-16,,0.0,16.93,3.26
2019-10-17,,,18.15,3.33
2019-10-18,6.5,,17.2,3.26
2019-10-19,,,17.72,3.28
2019-10-20,,,17.24,3.24
2019-10-21,,,17.75,3.27
2019-10-22,,,17.28,3.23
2019-10-23,,,16.84,3.19
2019-10-24,,,16.44,3.16
2019-10-25,,,16.68,3.16
2019-10-26,,7.5,16.91,3.17
2019-10-27,6.5,2.5,19.57,3.31
2019-10-28,2.0,,22.97,3.48
2019-10-29,0.0,,23.74,3.51
2019-10-30,28.5,16.5,25.08,3.57
2019-10-31,0.0,3.5,24.07,3.5
2019-11-01,14.5,33.5,51.27,4.61
2019-11-02,0.0,4.0,37.4,4.05
2019-11-03,3.5,,34.99,3.97
2019-11-04,,0.0,34.86,3.95
2019-11-05,0.0,43.0,39.11,4.11
2019-11-06,55.0,,32.78,3.83
2019-11-07,,,29.38,3.68
2019-11-08,11.0,10.0,32.08,3.8
2019-11-09,16.0,,39.29,4.09
2019-11-10,,7.5,63.06,4.79
2019-11-11,0.0,,39.5,3.99
2019-11-12,,,28.39,3.6
2019-11-13,,0.0,26.52,3.5
2019-11-14,0.0,,25.4,3.44
2019-11-15,,,24.58,3.39
2019-11-16,,,22.7,3.28
2019-11-17,,,21.36,3.21
2019-11-18,,,21.37,3.2
2019-11-19,,,21.55,3.2
2019-11-20,,0.0,31.05,3.62
2019-11-21,13.5,11.5,27.33,3.44
2019-11-22,12.0,6.5,31.42,3.65
2019-11-23,4.5,33.0,30.41,3.59
2019-11-24,14.0,,32.73,3.68
2019-11-25,,3.0,30.3,3.56
2019-11-26,2.0,10.0,31.72,3.62
2019-11-27,65.5,,35.61,3.77
2019-11-28,0.0,0.0,31.62,3.59
2019-11-29,,,29.45,3.48
2019-11-30,,24.0,31.59,3.57
2019-12-01,65.0,29.5,40.13,3.91
2019-12-02,32.0,,51.9,4.33
2019-12-03,,,54.5,4.4
2019-12-04,0.0,9.5,44.04,4.03
2019-12-05,7.0,,42.39,3.95
2019-12-06,0.0,51.0,46.74,4.1
2019-12-07,69.0,1.5,83.35,5.21
2019-12-08,9.0,1.0,49.96,4.18
2019-12-09,,,39.8,3.82
2019-12-10,,,35.82,3.65
2019-12-11,5.5,,35.69,3.64
2019-12-12,,3.5,34.79,3.59
2019-12-13,,19.0,41.52,3.84
2019-12-14,23.0,5.5,50.69,4.17
2019-12-15,19.5,6.0,66.01,4.66
2019-12-16,19.0,14.0,76.52,4.95
2019-12-17,42.5,54.5,92.19,5.35
2019-12-18,81.0,28.0,148.23,6.62
2019-12-19,19.0,2.5,98.87,5.45
2019-12-20,2.0,3.5,60.67,4.4
2019-12-21,2.0,,38.01,3.61
2019-12-22,,15.0,49.29,4.06
2019-12-23,58.5,,50.34,4.08
2019-12-24,,17.5,50.12,4.05
2019-12-25,57.5,1.0,67.9,4.62
2019-12-26,0.0,2.0,83.42,5.02
2019-12-27,0.0,2.5,86.77,5.09
2019-12-28,2.0,16.5,80.71,4.93
2019-12-29,23.0,,81.58,4.96
2019-12-30,,,71.54,4.67
2019-12-31,2.0,32.5,71.52,4.66
2020-01-01,48.0,0.0,90.75,5.16
2020-01-02,0.0,0.0,70.82,4.52
2020-01-03,,,60.22,4.13
2020-01-04,0.0,,55.49,3.94
2020-01-05,0.0,,53.03,3.84
2020-01-06,,2.5,51.92,3.8
2020-01-07,5.0,1.0,52.5,3.82
2020-01-08,0.0,8.0,54.67,3.91
2020-01-09,10.0,3.5,63.35,4.25
2020-01-10,4.5,4.0,59.76,4.11
2020-01-11,5.5,2.0,66.33,4.36
2020-01-12,4.0,,62.16,4.2
2020-01-13,,,55.77,3.95
2020-01-14,,,51.25,3.76
2020-01-15,,,49.91,3.7
2020-01-16,,44.0,48.59,3.64
2020-01-17,68.0,3.0,50.26,3.71
2020-01-18,3.0,4.0,66.93,4.37
2020-01-19,1.0,,93.17,5.24
2020-01-20,,,101.88,5.49
2020-01-21,,,100.01,5.43
2020-01-22,,20.5,88.99,5.08
2020-01-23,52.5,52.5,110.27,5.74
2020-01-24,52.0,24.0,140.18,6.49
2020-01-25,24.0,39.0,160.29,6.94
2020-01-26,,23.0,169.74,7.09
2020-01-27,,3.0,119.6,5.94
2020-01-28,3.0,32.0,135.74,6.43
2020-01-29,29.0,17.0,103.51,5.62
2020-01-30,17.5,,88.61,5.21
2020-01-31,,,81.77,4.98
2020-02-01,,,62.32,4.35
2020-02-02,,,61.3,4.33
2020-02-03,,,56.26,4.14
2020-02-04,0.0,32.5,70.31,4.7
2020-02-05,49.0,43.5,91.39,5.39
2020-02-06,33.0,8.0,103.92,5.75
2020-02-07,18.0,18.5,114.68,6.08
2020-02-08,0.0,,105.74,5.81
2020-02-09,,,93.99,5.53
2020-02-10,,4.5,95.04,5.56
2020-02-11,3.5,1.0,86.61,5.32
2020-02-12,,23.0,69.86,4.76
2020-02-13,5.5,29.0,73.93,4.92
2020-02-14,7.0,8.5,78.73,5.13
2020-02-15,2.0,26.0,80.85,5.2
2020-02-16,33.5,26.5,119.28,6.32
2020-02-17,12.0,34.0,123.71,6.43
2020-02-18,48.0,25.0,119.76,6.35
2020-02-19,11.0,2.0,118.85,6.34
2020-02-20,1.0,1.0,89.19,5.5
2020-02-21,1.5,,76.47,5.13
2020-02-22,0.0,,75.58,5.12
2020-02-23,,3.0,62.32,4.64
2020-02-24,0.0,4.0,60.38,4.61
2020-02-25,3.0,,76.19,5.2
2020-02-26,,4.0,61.84,4.68
2020-02-27,3.0,8.0,65.38,4.84
2020-02-28,7.5,15.5,77.52,5.28
2020-02-29,7.5,,86.89,5.6
2020-03-01,1.5,,88.02,5.64
2020-03-02,0.0,,81.72,5.44
2020-03-03,,,73.35,5.19
2020-03-04,,17.0,78.73,5.39
2020-03-05,17.5,4.0,80.03,5.43
2020-03-06,0.0,5.0,72.34,5.2
2020-03-07,9.0,,73.69,5.26
2020-03-08,,1.0,66.25,5.01
2020-03-09,0.0,,61.08,4.82
2020-03-10,,,57.37,4.69
2020-03-11,,0.0,54.65,4.59
2020-03-12,,3.0,52.24,4.5
2020-03-13,0.0,,52.94,4.55
2020-03-14,,34.5,55.61,4.67
2020-03-15,26.0,18.5,68.63,5.19
2020-03-16,8.0,28.0,89.66,5.91
2020-03-17,27.0,0.0,69.52,5.22
2020-03-18,,9.0,56.54,4.77
2020-03-19,18.0,55.0,60.78,4.95
2020-03-20,85.0,44.0,76.77,5.54
