curah_hujan_DK,curah_hujan_BS,debit_sungai_m3_per_detik,tinggi_muka_air_m,Banjir
2.9285714285714284,0.0,15.02,3.45,0
2.892857142857143,0.0,14.98,3.45,0
2.857142857142857,0.0,14.3,3.4,0
2.8214285714285716,0.0,13.53,3.36,0
2.7857142857142856,0.0,13.81,3.37,0
2.75,0.0,13.98,3.38,0
2.7142857142857144,0.0,14.17,3.39,0
2.678571428571429,0.0,14.39,3.41,0
2.642857142857143,0.0,14.0,3.38,0
2.607142857142857,0.0,13.71,3.37,0
2.5714285714285716,0.0,14.37,3.41,0
2.5357142857142856,0.0,13.28,3.34,0
2.5,26.0,14.73,3.43,0
37.0,25.0,15.14,3.45,0
36.75,24.0,14.55,3.42,0
36.5,23.0,14.52,3.42,0
36.25,22.0,13.26,3.33,0
36.0,21.0,12.96,3.32,0
35.75,20.0,12.48,3.28,0
35.5,19.0,12.53,3.29,0
35.25,18.0,12.5,3.28,0
35.0,17.0,12.7,3.3,0
34.75,16.0,13.84,3.37,0
34.5,15.0,15.13,3.45,0
32.041666666666664,14.0,13.44,3.35,0
29.583333333333332,13.0,12.9,3.31,0
27.125,12.0,12.82,3.31,0
24.666666666666664,11.0,12.92,3.31,0
22.208333333333332,10.0,11.93,3.25,0
19.75,9.0,12.46,3.28,0
17.291666666666668,8.0,13.01,3.32,0
14.833333333333332,7.0,13.86,3.37,0
12.375,6.0,13.47,3.35,0
9.916666666666664,5.0,13.13,3.33,0
7.458333333333332,4.0,13.34,3.34,0
5.0,3.0,12.97,3.32,0
5.142857142857143,2.0,12.18,3.26,0
5.285714285714286,1.0,11.79,3.24,0
5.428571428571429,0.0,11.58,3.22,0
5.571428571428571,0.16666666666666666,12.61,3.3,0
5.714285714285714,0.3333333333333333,13.37,3.34,0
5.857142857142857,0.49999999999999994,12.79,3.3,0
6.0,0.6666666666666666,12.01,3.25,0
6.142857142857142,0.8333333333333333,12.21,3.27,0
6.285714285714286,1.0,12.32,3.27,0
6.428571428571429,1.3666666666666667,12.36,3.27,0
6.571428571428571,1.7333333333333334,12.29,3.27,0
6.714285714285714,2.0999999999999996,11.75,3.23,0
6.857142857142857,2.466666666666667,12.16,3.27,0
7.0,2.833333333333333,13.93,3.38,0
7.411764705882353,3.1999999999999997,14.29,3.4,0
7.823529411764706,3.5666666666666664,14.59,3.42,0
8.235294117647058,3.933333333333333,15.2,3.46,0
8.647058823529411,4.3,16.53,3.54,0
9.058823529411764,4.666666666666666,14.84,3.43,0
9.470588235294118,5.033333333333333,17.67,3.61,0
9.882352941176471,5.3999999999999995,15.19,3.46,0
10.294117647058824,5.766666666666667,13.91,3.38,0
10.705882352941178,6.133333333333333,13.47,3.35,0
11.117647058823529,6.5,13.33,3.34,0
11.529411764705882,6.866666666666666,12.82,3.3,0
11.941176470588236,7.2333333333333325,12.72,3.3,0
12.352941176470589,7.6,12.25,3.27,0
12.764705882352942,7.966666666666666,12.04,3.25,0
13.176470588235293,8.333333333333332,11.86,3.24,0
13.588235294117649,8.7,11.3,3.2,0
14.0,9.066666666666666,10.76,3.16,0
14.411764705882353,9.433333333333332,10.75,3.16,0
14.823529411764707,9.799999999999999,10.74,3.16,0
15.23529411764706,10.166666666666666,10.37,3.13,0
15.647058823529411,10.533333333333333,10.79,3.16,0
16.058823529411764,10.899999999999999,10.83,3.17,0
16.470588235294116,11.266666666666666,11.55,3.22,0
16.88235294117647,11.633333333333333,12.79,3.3,0
17.294117647058826,12.0,15.86,3.51,0
17.705882352941178,12.61111111111111,14.93,3.44,0
18.11764705882353,13.222222222222221,12.73,3.3,0
18.529411764705884,13.833333333333334,11.93,3.25,0
18.941176470588236,14.444444444444445,11.92,3.25,0
19.352941176470587,15.055555555555555,13.87,3.38,0
19.764705882352942,15.666666666666668,12.01,3.25,0
20.176470588235297,16.27777777777778,11.23,3.19,0
20.588235294117645,16.88888888888889,11.14,3.19,0
21.0,17.5,11.22,3.19,0
19.846153846153847,16.833333333333332,11.26,3.2,0
18.692307692307693,16.166666666666668,12.11,3.26,0
17.53846153846154,15.5,13.05,3.32,0
16.384615384615387,14.833333333333334,11.63,3.22,0
15.23076923076923,14.166666666666668,10.78,3.16,0
14.076923076923077,13.5,10.67,3.16,0
12.923076923076923,12.833333333333334,10.13,3.11,0
11.76923076923077,12.166666666666668,10.31,3.13,0
10.615384615384615,11.5,10.55,3.15,0
9.461538461538462,10.833333333333334,10.48,3.14,0
8.307692307692308,10.166666666666668,10.08,3.11,0
7.153846153846155,9.5,10.06,3.11,0
6.0,0.0,11.34,3.2,0
4.0,0.0,10.31,3.13,0
2.0,0.0,11.2,3.19,0
0.0,3.166666666666667,11.74,3.24,0
2.5,6.333333333333334,12.58,3.29,0
9.5,9.5,17.53,3.6,0
0.0,7.8,13.56,3.35,0
0.0,6.1,12.61,3.29,0
0.0,4.4,11.91,3.25,0
0.0,2.7,13.1,3.33,0
0.0,1.0,16.96,3.57,0
3.0,0.0,14.58,3.42,0
0.0,5.500000000000001,13.78,3.37,0
0.0,11.000000000000002,14.91,3.44,0
15.75,16.5,17.82,3.59,0
31.5,67.5,53.66,5.13,0
124.0,15.5,56.34,5.21,0
3.0,12.5,55.6,5.18,0
15.750000000000002,7.0,54.25,5.15,0
28.5,0.0,33.06,4.34,0
3.0,3.25,22.74,3.88,0
0.0,6.5,20.84,3.78,0
10.0,6.0,18.0,3.62,0
8.0,24.25,20.63,3.78,0
0.0,42.5,24.69,3.96,0
73.5,62.0,74.33,5.78,0
47.0,56.0,85.44,6.08,0
72.0,32.0,76.12,5.79,0
35.0,63.0,83.61,6.02,0
92.0,33.0,101.21,6.46,1
7.5,3.0,75.04,5.75,0
2.0,2.75,60.22,5.32,0
0.0,2.5,42.96,4.75,0
0.0,7.6000000000000005,41.21,4.68,0
8.3,12.700000000000001,30.95,4.26,0
16.6,17.8,23.63,3.92,0
24.900000000000002,22.900000000000002,21.06,3.8,0
33.2,28.0,21.9,3.84,0
41.5,6.0,43.01,4.77,0
3.0,12.0,42.71,4.74,0
12.0,18.0,35.7,4.45,0
21.0,19.5,28.33,4.14,0
11.5,17.5,38.39,4.59,0
20.0,1.0,60.34,5.35,0
0.0,17.5,42.37,4.67,0
61.0,16.0,43.57,4.69,0
7.5,38.0,35.91,3.83,0
107.0,10.5,79.92,5.91,0
0.0,6.25,77.22,5.85,0
4.0,2.0,87.63,6.03,0
0.0,4.5,46.98,4.9,0
17.0,8.0,63.4,5.45,0
20.0,12.0,64.75,5.47,0
30.0,7.0,50.84,5.03,0
2.0,0.0,52.85,5.11,0
3.0,1.5,47.22,4.9,0
0.0,6.75,32.61,4.29,0
1.5,12.0,31.71,4.31,0
23.0,24.5,52.89,5.1,0
55.5,1.0,43.95,4.76,0
59.75,20.5,34.81,4.43,0
64.0,50.5,39.62,4.62,0
43.0,1.0,62.25,5.41,0
0.0,1.5555555555555554,82.7,6.0,0
0.0,2.1111111111111107,66.28,5.5,0
0.0,2.6666666666666665,42.26,4.71,0
0.0,3.222222222222222,34.19,4.4,0
0.0,3.7777777777777777,33.08,4.36,0
0.0,4.333333333333333,34.99,4.44,0
1.8333333333333333,4.888888888888889,29.02,4.18,0
3.6666666666666665,5.444444444444444,26.62,4.07,0
5.5,6.0,30.49,4.25,0
8.75,34.0,30.74,4.26,0
12.0,11.0,43.13,4.77,0
16.0,0.0,38.28,4.57,0
3.5,0.0,42.16,4.73,0
3.1666666666666665,2.5,45.45,4.84,0
2.8333333333333335,5.0,34.53,4.41,0
2.5,7.499999999999999,28.19,4.14,0
2.166666666666667,10.0,22.52,4.02,0
1.8333333333333335,12.499999999999998,20.39,3.91,0
1.5,15.0,20.82,3.94,0
19.75,22.666666666666668,17.22,3.73,0
38.0,30.333333333333336,16.09,3.68,0
56.25,38.0,17.52,3.77,0
74.5,29.5,24.44,4.13,0
38.0,1.5,32.8,4.51,0
21.0,4.0,31.41,4.46,0
4.0,24.5,44.73,5.0,0
52.0,22.5,38.04,4.72,0
51.0,23.0,46.64,5.07,0
60.5,50.0,52.69,5.27,0
30.25,4.5,103.74,6.73,0
0.0,5.666666666666667,63.3,5.59,0
0.0,6.833333333333334,48.42,5.12,0
37.0,8.0,33.78,4.57,0
74.0,4.0,35.02,4.64,0
37.0,4.5,35.62,4.65,0
0.0,5.0,28.87,4.37,0
11.0,11.0,32.2,4.53,0
26.5,10.0,36.95,4.72,0
18.5,7.0,33.53,4.58,0
0.0,4.0,29.08,4.39,0
0.0,3.0,30.5,4.46,0
0.0,2.0,25.32,4.22,0
0.0,1.0,23.34,4.13,0
0.0,0.0,21.0,4.01,0
0.0,0.0,19.69,3.94,0
0.0,0.0,20.49,3.99,0
0.0,8.0,17.93,3.84,0
2.5,8.5,22.64,4.11,0
11.0,13.0,38.41,4.81,0
25.0,6.5,42.87,4.99,0
33.5,16.5,51.08,5.28,0
35.5,0.0,54.62,5.4,0
18.25,1.0,46.24,5.11,0
1.0,1.5,39.13,4.85,0
0.0,2.0,41.52,4.94,0
0.0,8.0,57.49,5.5,0
13.0,5.25,72.7,5.98,0
2.5,2.5,74.4,6.02,0
0.0,28.0,76.84,6.09,0
12.5,17.25,67.61,5.8,0
0.0,6.5,48.15,5.19,0
32.5,13.5,56.47,5.49,0
28.5,1.0,63.78,5.71,0
0.0,15.0,65.59,5.78,0
18.5,9.5,70.92,5.93,0
37.0,8.0,55.95,5.46,0
18.5,24.5,59.14,5.58,0
38.25,41.0,55.02,5.45,0
58.0,68.5,84.5,6.33,0
9.0,18.5,88.64,6.43,0
6.0,9.0,106.92,6.89,0
3.0,0.0,88.97,6.43,0
0.0,1.5,70.44,5.92,0
6.166666666666667,14.5,46.77,5.17,0
12.333333333333334,27.5,40.69,4.96,0
18.5,33.0,71.46,5.98,0
7.5,13.5,75.76,6.08,0
20.0,1.5,84.3,6.35,0
25.0,7.5,61.06,5.65,0
30.0,13.5,53.44,5.42,0
35.0,34.0,94.58,6.63,0
30.0,17.5,118.92,7.2,1
25.0,1.0,95.76,6.63,0
20.0,16.0,75.84,6.11,0
15.0,15.666666666666666,64.7,5.79,0
17.166666666666668,15.333333333333334,50.57,5.34,0
19.333333333333332,15.0,50.93,5.36,0
21.5,14.666666666666666,45.49,5.17,0
23.666666666666664,14.333333333333334,39.26,4.94,0
25.833333333333332,14.0,37.56,4.88,0
28.0,13.666666666666668,36.51,4.83,0
5.5,13.333333333333334,33.88,4.73,0
0.0,13.0,31.19,4.62,0
10.25,25.5,41.37,5.01,0
20.5,21.75,52.42,5.4,0
17.0,18.0,39.66,4.97,0
13.5,14.25,34.72,4.78,0
10.0,10.5,30.72,4.61,0
6.5,6.75,27.16,4.45,0
3.0,3.0,26.0,4.4,0
0.0,18.0,30.96,4.63,0
44.0,19.0,66.47,5.91,0
7.0,2.5,79.91,6.29,0
43.0,14.0,68.9,5.96,0
6.5,18.25,80.07,6.3,0
23.5,22.5,62.06,5.75,0
60.0,16.5,61.06,5.74,0
46.0,10.5,66.68,5.92,0
32.0,127.0,68.96,5.97,0
25.25,4.5,115.8,7.22,0
18.5,4.75,108.36,7.01,0
11.75,5.0,90.03,6.57,0
5.0,11.5,82.56,6.37,0
5.333333333333333,57.0,116.99,7.25,0
5.666666666666667,85.0,120.13,7.3,0
6.0,43.0,103.69,6.91,0
6.333333333333333,1.0,88.35,6.53,0
6.666666666666666,9.0,80.35,6.33,0
7.0,13.0,91.13,6.63,0
49.0,13.5,84.6,6.43,0
7.0,10.0,92.12,6.64,0
1.5,27.5,92.88,6.67,0
72.5,16.5,84.09,6.41,0
46.75,16.5,71.9,6.1,0
21.0,13.2,79.45,6.32,0
16.0,9.9,68.87,6.01,0
12.0,6.6,52.2,5.49,0
8.0,3.3000000000000007,43.78,5.2,0
4.0,0.0,36.58,4.93,0
0.0,0.0,38.01,4.99,0
15.0,18.0,36.56,4.94,0
30.0,51.0,43.09,5.19,0
88.0,0.0,66.73,6.0,0
22.0,0.0,58.13,5.7,0
14.666666666666668,0.75,43.54,5.21,0
7.333333333333334,1.5,51.9,5.51,0
0.0,0.0,58.38,5.73,0
0.0,2.5,49.92,5.45,0
0.0,1.0,55.69,5.65,0
0.0,0.0,50.58,5.47,0
2.0,10.0,46.71,5.35,0
6.5,2.0,44.71,5.26,0
16.75,10.5,31.05,4.73,0
27.0,3.0,33.65,4.85,0
3.0,2.5,42.28,5.15,0
5.5,3.0,41.91,5.18,0
5.366666666666666,3.5,30.16,4.7,0
5.233333333333333,4.0,26.74,4.55,0
5.1,4.5,24.83,4.46,0
4.966666666666667,5.0,25.08,4.48,0
4.833333333333333,5.5,23.39,4.39,0
4.7,6.0,37.49,5.03,0
4.566666666666666,5.625,30.67,4.73,0
4.433333333333334,5.25,22.94,4.38,0
4.3,4.875,18.44,4.14,0
4.166666666666667,4.5,19.0,4.18,0
4.033333333333333,4.125,18.37,4.15,0
3.9000000000000004,3.75,17.01,4.07,0
3.7666666666666666,3.375,15.51,3.98,0
3.6333333333333333,3.0,12.96,3.81,0
3.5,2.625,14.93,3.95,0
3.3666666666666667,2.2499999999999996,14.41,3.92,0
3.2333333333333334,1.875,14.09,3.9,0
3.1,1.5,14.06,3.9,0
2.966666666666667,1.125,13.49,3.87,0
2.8333333333333335,0.75,14.38,3.93,0
2.7,0.375,13.55,3.87,0
2.566666666666667,0.0,12.77,3.83,0
2.4333333333333336,0.0,12.91,3.84,0
2.3000000000000003,0.8333333333333334,13.58,3.89,0
2.1666666666666665,1.6666666666666667,13.44,3.88,0
2.033333333333333,2.5,12.84,3.84,0
1.9,3.3333333333333335,12.21,3.8,0
1.7666666666666666,4.166666666666667,12.46,3.82,0
1.6333333333333333,5.0,18.86,4.22,0
1.5,4.5,15.13,4.0,0
13.25,4.0,13.44,3.89,0
25.0,4.166666666666667,14.94,4.0,0
23.916666666666668,4.333333333333333,13.55,3.9,0
22.833333333333332,4.5,11.17,3.74,0
21.75,4.666666666666667,10.71,3.71,0
20.666666666666668,4.833333333333333,11.58,3.78,0
19.583333333333336,5.0,10.67,3.71,0
18.5,4.722222222222222,11.73,3.8,0
19.25,4.444444444444445,10.93,3.74,0
20.0,4.166666666666667,10.24,3.69,0
20.75,3.8888888888888893,9.93,3.67,0
21.5,3.611111111111111,10.44,3.71,0
22.25,3.3333333333333335,10.18,3.69,0
23.0,3.0555555555555554,10.16,3.69,0
23.75,2.777777777777778,10.26,3.71,0
24.5,2.5,10.32,3.71,0
25.25,2.2222222222222223,10.26,3.71,0
26.0,1.9444444444444446,10.01,3.69,0
26.75,1.666666666666667,9.62,3.66,0
27.5,1.3888888888888893,9.1,3.63,0
28.25,1.1111111111111112,9.02,3.62,0
29.0,0.8333333333333339,9.18,3.64,0
29.75,0.5555555555555562,9.16,3.64,0
30.5,0.2777777777777777,8.58,3.59,0
31.25,0.0,8.71,3.61,0
32.0,1.6666666666666667,9.15,3.65,0
32.75,3.3333333333333335,8.48,3.59,0
33.5,5.0,8.59,3.6,0
34.25,4.875,8.95,3.64,0
35.0,4.75,10.02,3.72,0
34.1025641025641,4.625,8.83,3.63,0
33.205128205128204,4.5,8.35,3.58,0
32.30769230769231,4.375,8.17,3.56,0
31.41025641025641,4.25,8.22,3.55,0
30.51282051282051,4.125,8.1,3.53,0
29.615384615384617,4.0,7.96,3.51,0
28.71794871794872,3.875,8.23,3.52,0
27.82051282051282,3.75,8.25,3.52,0
26.923076923076923,3.625,8.26,3.51,0
26.025641025641026,3.5,8.16,3.49,0
25.128205128205128,3.375,8.44,3.51,0
24.230769230769234,3.25,8.72,3.52,0
23.333333333333336,3.125,9.18,3.55,0
22.435897435897438,3.0,8.86,3.51,0
21.53846153846154,2.875,8.32,3.46,0
20.641025641025642,2.75,8.0,3.42,0
19.743589743589745,2.625,7.69,3.39,0
18.846153846153847,2.5,7.83,3.39,0
17.94871794871795,2.375,8.07,3.4,0
17.05128205128205,2.25,8.63,3.44,0
16.153846153846153,2.125,7.71,3.35,0
15.256410256410255,2.0,8.42,3.4,0
14.358974358974358,1.875,8.12,3.37,0
13.461538461538463,1.75,8.94,3.43,0
12.564102564102566,1.625,8.36,3.36,0
11.666666666666668,1.5,8.36,3.36,0
10.76923076923077,1.375,8.29,3.34,0
9.871794871794872,1.25,8.58,3.36,0
8.974358974358974,1.125,8.57,3.34,0
8.076923076923077,1.0,8.82,3.36,0
7.179487179487179,0.875,8.96,3.36,0
6.282051282051281,0.75,9.84,3.42,0
5.384615384615387,0.625,9.64,3.39,0
4.487179487179489,0.5,9.36,3.36,0
3.589743589743591,0.375,9.31,3.35,0
2.6923076923076934,0.25,9.44,3.35,0
1.7948717948717956,0.125,9.82,3.37,0
0.8974358974358978,0.0,9.98,3.37,0
0.0,0.5909090909090909,10.79,3.43,0
0.45454545454545453,1.1818181818181819,9.78,3.34,0
0.9090909090909091,1.7727272727272727,10.76,3.4,0
1.3636363636363635,2.3636363636363638,10.15,3.34,0
1.8181818181818181,2.9545454545454546,9.49,3.29,0
2.2727272727272725,3.5454545454545454,9.81,3.3,0
2.727272727272727,4.136363636363637,10.4,3.34,0
3.1818181818181817,4.7272727272727275,9.69,3.27,0
3.6363636363636362,5.318181818181818,9.74,3.27,0
4.090909090909091,5.909090909090909,9.83,3.27,0
4.545454545454545,6.5,10.5,3.31,0
5.0,5.2,12.6,3.45,0
4.0,3.9,12.93,3.46,0
3.0,2.6,12.83,3.45,0
8.083333333333332,1.2999999999999998,11.78,3.37,0
13.166666666666666,0.0,11.48,3.33,0
18.25,1.0,11.4,3.32,0
23.333333333333332,2.0,11.39,3.31,0
28.416666666666668,3.0,12.77,3.4,0
33.5,2.911764705882353,13.34,3.42,0
32.51470588235294,2.823529411764706,13.13,3.4,0
31.529411764705884,2.735294117647059,13.06,3.39,0
30.544117647058822,2.6470588235294117,12.63,3.35,0
29.558823529411764,2.5588235294117645,12.2,3.31,0
28.573529411764707,2.4705882352941178,12.1,3.29,0
27.58823529411765,2.3823529411764706,11.64,3.25,0
26.602941176470587,2.2941176470588234,11.58,3.24,0
25.61764705882353,2.2058823529411766,11.59,3.23,0
24.63235294117647,2.1176470588235294,12.11,3.26,0
23.647058823529413,2.0294117647058822,11.74,3.22,0
22.661764705882355,1.9411764705882353,11.9,3.23,0
21.676470588235297,1.852941176470588,12.21,3.24,0
20.691176470588236,1.7647058823529411,13.57,3.32,0
19.705882352941178,1.676470588235294,13.0,3.27,0
18.720588235294116,1.588235294117647,13.24,3.28,0
17.735294117647058,1.4999999999999998,13.43,3.28,0
16.75,1.4117647058823528,13.23,3.26,0
15.764705882352942,1.3235294117647058,13.13,3.24,0
14.779411764705884,1.2352941176470587,13.3,3.25,0
13.794117647058822,1.1470588235294117,13.79,3.27,0
12.808823529411764,1.0588235294117645,14.04,3.27,0
11.823529411764707,0.9705882352941173,13.87,3.25,0
10.838235294117649,0.8823529411764706,14.33,3.27,0
9.85294117647059,0.7941176470588234,14.13,3.25,0
8.867647058823529,0.7058823529411762,13.84,3.22,0
7.882352941176471,0.617647058823529,14.33,3.24,0
6.897058823529413,0.5294117647058822,14.44,3.24,0
5.911764705882355,0.44117647058823506,14.14,3.21,0
4.9264705882352935,0.35294117647058787,14.12,3.2,0
3.9411764705882355,0.2647058823529411,14.36,3.21,0
2.9558823529411775,0.17647058823529393,14.86,3.23,0
1.9705882352941195,0.08823529411764675,14.71,3.21,0
0.985294117647058,0.0,14.65,3.2,0
0.0,7.625,16.2,3.29,0
0.0,15.25,17.46,3.35,0
0.0,22.875,18.07,3.38,0
16.25,30.5,16.86,3.29,0
32.5,22.875,16.52,3.27,0
27.3,15.25,19.53,3.44,0
22.1,7.625,17.55,3.31,0
16.9,0.0,16.93,3.26,0
11.7,0.75,18.15,3.33,0
6.5,1.5,17.2,3.26,0
6.5,2.25,17.72,3.28,0
6.5,3.0,17.24,3.24,0
6.5,3.7500000000000004,17.75,3.27,0
6.5,4.5,17.28,3.23,0
6.5,5.25,16.84,3.19,0
6.5,6.0,16.44,3.16,0
6.5,6.75,16.68,3.16,0
6.5,7.5,16.91,3.17,0
6.5,2.5,19.57,3.31,0
2.0,7.166666666666667,22.97,3.48,0
0.0,11.833333333333334,23.74,3.51,0
28.5,16.5,25.08,3.57,0
0.0,3.5,24.07,3.5,0
14.5,33.5,51.27,4.61,0
0.0,4.0,37.4,4.05,0
3.5,2.0,34.99,3.97,0
1.75,0.0,34.86,3.95,0
0.0,43.0,39.11,4.11,0
55.0,32.0,32.78,3.83,0
33.0,20.999999999999996,29.38,3.68,0
11.0,10.0,32.08,3.8,0
16.0,8.75,39.29,4.09,0
8.0,7.5,63.06,4.79,0
0.0,5.0,39.5,3.99,0
0.0,2.5,28.39,3.6,0
0.0,0.0,26.52,3.5,0
0.0,0.0,25.4,3.44,0
1.9285714285714284,0.0,24.58,3.39,0
3.8571428571428568,0.0,22.7,3.28,0
5.785714285714286,0.0,21.36,3.21,0
7.7142857142857135,0.0,21.37,3.2,0
9.642857142857142,0.0,21.55,3.2,0
11.571428571428571,0.0,31.05,3.62,0
13.5,11.5,27.33,3.44,0
12.0,6.5,31.42,3.65,0
4.5,33.0,30.41,3.59,0
14.0,18.0,32.73,3.68,0
8.0,3.0,30.3,3.56,0
2.0,10.0,31.72,3.62,0
65.5,5.0,35.61,3.77,0
0.0,0.0,31.62,3.59,0
21.666666666666668,12.0,29.45,3.48,0
43.333333333333336,24.0,31.59,3.57,0
65.0,29.5,40.13,3.91,0
32.0,22.833333333333332,51.9,4.33,0
16.0,16.166666666666664,54.5,4.4,0
0.0,9.5,44.04,4.03,0
7.0,30.25,42.39,3.95,0
0.0,51.0,46.74,4.1,0
69.0,1.5,83.35,5.21,0
9.0,1.0,49.96,4.18,0
7.833333333333333,1.625,39.8,3.82,0
6.666666666666666,2.25,35.82,3.65,0
5.5,2.875,35.69,3.64,0
11.333333333333334,3.5,34.79,3.59,0
17.166666666666668,19.0,41.52,3.84,0
23.0,5.5,50.69,4.17,0
19.5,6.0,66.01,4.66,0
19.0,14.0,76.52,4.95,0
42.5,54.5,92.19,5.35,0
81.0,28.0,148.23,6.62,1
19.0,2.5,98.87,5.45,0
2.0,3.5,60.67,4.4,0
2.0,9.25,38.01,3.61,0
30.250000000000004,15.0,49.29,4.06,0
58.5,16.25,50.34,4.08,0
58.0,17.5,50.12,4.05,0
57.5,1.0,67.9,4.62,0
0.0,2.0,83.42,5.02,0
0.0,2.5,86.77,5.09,0
2.0,16.5,80.71,4.93,0
23.0,21.833333333333332,81.58,4.96,0
12.5,27.166666666666664,71.54,4.67,0
2.0,32.5,71.52,4.66,0
48.0,0.0,90.75,5.16,0
0.0,0.0,70.82,4.52,0
0.0,0.625,60.22,4.13,0
0.0,1.25,55.49,3.94,0
0.0,1.8749999999999998,53.03,3.84,0
2.5,2.5,51.92,3.8,0
5.0,1.0,52.5,3.82,0
0.0,8.0,54.67,3.91,0
10.0,3.5,63.35,4.25,0
4.5,4.0,59.76,4.11,0
5.5,2.0,66.33,4.36,0
4.0,10.4,62.16,4.2,0
16.799999999999997,18.8,55.77,3.95,0
29.599999999999998,27.2,51.25,3.76,0
42.4,35.6,49.91,3.7,0
55.199999999999996,44.0,48.59,3.64,0
68.0,3.0,50.26,3.71,0
3.0,4.0,66.93,4.37,0
1.0,8.125,93.17,5.24,0
13.875,12.25,101.88,5.49,1
26.75,16.375,100.01,5.43,1
39.625,20.5,88.99,5.08,0
52.5,52.5,110.27,5.74,1
52.0,24.0,140.18,6.49,1
24.0,39.0,160.29,6.94,1
17.0,23.0,169.74,7.09,1
10.0,3.0,119.6,5.94,0
3.0,32.0,135.74,6.43,0
29.0,17.0,103.51,5.62,1
17.5,19.583333333333332,88.61,5.21,0
14.0,22.166666666666664,81.77,4.98,0
10.5,24.75,62.32,4.35,0
7.0,27.333333333333332,61.3,4.33,0
3.5,29.916666666666664,56.26,4.14,0
0.0,32.5,70.31,4.7,0
49.0,43.5,91.39,5.39,0
33.0,8.0,103.92,5.75,0
18.0,18.5,114.68,6.08,1
0.0,13.833333333333332,105.74,5.81,0
1.1666666666666667,9.166666666666666,93.99,5.53,0
2.3333333333333335,4.5,95.04,5.56,0
3.5,1.0,86.61,5.32,0
4.5,23.0,69.86,4.76,0
5.5,29.0,73.93,4.92,0
7.0,8.5,78.73,5.13,0
2.0,26.0,80.85,5.2,0
33.5,26.5,119.28,6.32,1
12.0,34.0,123.71,6.43,1
48.0,25.0,119.76,6.35,1
11.0,2.0,118.85,6.34,0
1.0,1.0,89.19,5.5,0
1.5,1.6666666666666665,76.47,5.13,0
0.0,2.333333333333333,75.58,5.12,0
0.0,3.0,62.32,4.64,0
0.0,4.0,60.38,4.61,0
3.0,4.0,76.19,5.2,0
3.0,4.0,61.84,4.68,0
3.0,8.0,65.38,4.84,0
7.5,15.5,77.52,5.28,0
7.5,15.8,86.89,5.6,0
1.5,16.1,88.02,5.64,0
0.0,16.4,81.72,5.44,0
5.833333333333334,16.7,73.35,5.19,0
11.666666666666668,17.0,78.73,5.39,0
17.5,4.0,80.03,5.43,0
0.0,5.0,72.34,5.2,0
9.0,3.0,73.69,5.26,0
4.5,1.0,66.25,5.01,0
0.0,0.6666666666666667,61.08,4.82,0
0.0,0.33333333333333337,57.37,4.69,0
0.0,0.0,54.65,4.59,0
0.0,3.0,52.24,4.5,0
0.0,18.75,52.94,4.55,0
13.0,34.5,55.61,4.67,0
26.0,18.5,68.63,5.19,0
8.0,28.0,89.66,5.91,0
27.0,0.0,69.52,5.22,0
22.5,9.0,56.54,4.77,0
18.0,55.0,60.78,4.95,0
85.0,44.0,76.77,5.54,0
42.5,6.0,130.28,7.06,0
